,True-Value,epoch-1,epoch-2,epoch-3,epoch-4
281,1,1,1,1,1
282,1,1,1,1,1
283,0,1,1,1,1
284,0,0,0,1,1
285,0,1,1,1,1
286,0,0,0,0,0
287,1,1,1,1,1
288,0,0,1,1,1
289,0,1,0,0,0
290,0,1,1,1,1
291,0,0,0,0,0
292,0,1,1,1,1
293,0,1,1,1,1
294,0,1,0,1,1
295,0,0,1,1,1
296,0,0,0,0,0
297,0,1,0,1,1
298,0,0,0,1,0
299,0,1,1,1,1
300,0,0,0,1,0
301,0,0,0,0,0
302,0,0,0,1,1
303,0,0,0,0,0
304,0,0,0,0,0
305,0,0,0,1,0
306,0,1,0,1,1
307,0,0,0,0,0
308,0,0,0,0,0
309,0,0,0,1,0
310,0,1,1,1,1
311,0,1,0,0,0
312,0,1,0,0,0
313,0,0,0,1,1
314,0,1,0,0,0
315,0,0,0,1,1
316,0,1,0,0,0
317,1,0,0,1,1
318,0,1,0,0,0
319,0,1,0,0,1
320,0,0,0,0,1
321,0,1,0,1,1
322,0,1,0,1,1
323,0,0,0,1,1
324,0,1,1,1,0
325,0,0,0,1,1
326,0,0,0,0,0
327,0,1,1,1,1
328,1,0,1,0,0
329,0,0,0,0,1
330,0,0,1,1,1
331,0,0,0,0,0
332,0,0,0,0,0
333,0,0,0,0,0
334,1,0,0,1,1
335,1,1,0,1,1
336,0,1,1,1,1
337,1,1,0,0,0
338,0,0,0,1,1
339,1,0,0,1,1
340,0,1,1,1,1
341,0,0,0,0,0
342,0,1,0,0,1
343,0,1,1,1,1
344,0,0,0,1,1
345,0,1,0,1,1
346,1,1,1,1,1
347,0,0,0,1,0
348,1,1,0,0,0
349,0,1,0,1,1
350,0,1,0,0,0
351,0,1,1,1,1
352,0,0,0,0,0
353,1,1,1,1,1
354,1,1,1,1,1
355,0,0,0,1,0
356,1,1,0,0,0
357,0,0,0,1,1
358,0,1,0,1,0
359,0,1,0,1,1
360,0,0,1,1,1
361,0,1,1,1,1
362,0,0,0,0,0
363,0,1,0,0,0
364,0,0,0,1,0
365,0,0,0,0,0
366,0,0,0,0,1
367,1,1,0,0,1
368,0,1,0,0,1
369,1,1,1,1,1
370,0,0,0,1,1
371,0,0,0,0,0
372,0,0,0,0,0
373,0,1,0,0,0
374,0,0,0,0,0
375,0,1,1,1,1
376,0,1,0,1,1
377,0,0,0,1,0
378,1,1,0,1,1
379,0,0,0,1,1
380,0,0,0,1,0
381,0,0,0,1,1
382,0,1,1,1,0
383,0,1,0,1,1
384,0,1,0,1,0
385,0,0,0,1,0
386,0,1,0,1,0
387,0,0,0,0,0
388,0,1,0,0,1
389,1,1,0,1,0
390,0,0,0,0,0
391,1,0,0,1,1
392,0,1,1,1,1
393,0,0,0,0,0
394,0,1,0,1,1
395,0,0,0,0,0
396,0,1,0,1,0
397,0,1,1,1,1
398,0,0,0,1,0
399,1,1,0,1,1
400,1,1,0,1,1
401,0,1,0,1,1
402,0,1,0,0,1
403,0,0,0,1,0
404,1,1,0,1,0
405,1,1,1,1,1
406,0,0,0,1,0
407,0,1,0,0,0
408,0,0,0,0,1
409,0,1,1,1,0
410,0,0,0,0,0
411,0,0,1,1,1
412,0,1,0,0,1
413,0,0,0,0,0
414,0,1,1,1,1
415,0,1,1,1,0
416,0,0,0,1,1
417,0,1,1,1,1
418,0,0,1,1,1
419,0,1,1,1,1
420,0,0,0,1,1
421,0,0,0,0,0
422,1,1,1,0,1
423,0,0,0,1,1
424,0,0,0,0,0
425,0,1,1,1,1
426,0,1,1,1,1
427,1,1,1,1,1
428,1,1,1,1,1
429,0,1,0,0,0
430,0,1,1,1,1
431,0,0,0,0,0
432,0,0,0,0,0
433,1,1,0,0,0
434,0,1,1,0,0
435,0,1,0,1,1
436,1,0,1,1,1
437,0,1,1,1,0
438,0,0,0,0,0
439,0,0,0,0,0
440,0,0,0,1,1
441,0,0,0,1,1
442,0,1,0,1,0
443,0,1,1,1,1
444,0,0,0,1,1
445,0,1,0,1,1
446,0,0,0,0,0
447,0,0,0,0,0
448,0,1,1,1,1
449,0,0,0,1,1
450,0,1,0,0,0
451,1,1,0,1,1
452,0,0,0,0,0
453,0,0,0,1,0
454,0,1,1,1,1
455,0,1,0,1,1
456,0,0,0,1,1
457,0,0,0,0,0
458,0,0,0,0,0
459,0,0,1,1,1
460,0,0,0,1,0
461,0,0,0,1,1
462,0,0,0,1,1
463,0,0,0,0,0
464,0,1,1,1,1
465,0,0,0,0,0
466,0,0,0,0,0
467,0,0,0,1,1
468,1,1,1,1,1
469,0,0,0,1,1
470,0,1,1,1,1
471,0,0,0,0,0
472,0,0,0,0,0
473,0,1,1,1,1
474,0,0,0,1,1
475,0,0,0,1,1
476,0,1,0,0,0
477,0,0,0,0,0
478,0,0,0,1,0
479,0,1,0,1,1
480,0,1,0,1,1
481,0,1,0,1,1
482,1,1,1,1,1
483,0,1,1,1,1
484,0,1,1,1,1
485,0,0,0,1,1
486,0,0,0,0,0
487,0,1,0,1,0
488,1,0,0,0,1
489,0,1,0,1,1
490,0,0,1,1,0
491,0,0,0,0,0
492,0,1,0,0,0
493,0,0,0,0,0
494,0,1,0,0,0
495,0,1,0,0,0
496,0,0,0,0,0
497,0,0,0,1,0
498,0,1,0,0,1
499,0,0,0,1,0
500,0,0,0,1,1
501,0,1,0,1,1
502,0,0,0,0,0
503,0,0,1,1,1
504,0,0,0,1,0
505,0,1,0,0,0
506,0,0,0,0,0
507,1,1,0,0,0
508,0,0,0,1,1
509,1,0,0,0,0
510,0,0,0,1,1
511,0,1,0,0,0
512,0,0,0,0,0
513,1,1,0,1,1
514,0,0,0,1,1
515,0,1,1,1,1
516,0,1,0,1,1
517,0,1,1,1,0
518,0,0,0,1,1
519,0,1,1,1,1
520,1,1,1,1,1
521,0,0,0,0,0
522,0,1,0,1,1
523,0,0,0,1,1
524,0,0,0,0,0
525,0,0,0,0,0
526,0,0,0,0,0
527,0,0,0,0,0
528,0,0,1,1,1
529,0,1,0,1,1
530,0,1,0,0,1
531,0,1,0,1,0
532,0,0,1,1,1
533,0,1,0,0,0
534,1,1,1,1,1
535,0,0,0,1,1
536,0,0,0,0,0
537,0,1,1,1,1
538,0,0,0,1,1
539,0,0,0,1,1
540,0,1,0,1,1
541,0,1,0,1,0
542,0,1,0,1,0
543,1,0,0,1,1
544,0,1,1,1,1
545,0,0,1,1,0
546,0,1,0,1,1
547,1,1,1,1,1
548,0,0,0,1,0
549,0,1,1,1,1
550,0,0,0,1,1
551,0,0,0,1,1
552,0,1,0,1,0
553,0,0,0,0,0
554,1,0,1,1,1
555,0,1,0,0,0
556,1,1,0,1,1
557,0,0,0,1,1
558,0,1,0,1,1
559,0,0,0,1,0
560,0,0,1,1,0
561,1,1,1,1,1
562,0,1,1,1,1
563,0,1,0,0,0
564,0,0,1,1,1
565,0,1,0,1,1
566,0,1,0,0,0
567,0,0,0,1,1
568,0,1,0,1,1
569,0,0,0,1,0
570,1,1,1,1,1
571,0,0,0,0,0
572,0,0,0,1,1
573,0,1,1,1,1
574,0,1,1,1,1
575,0,0,0,1,1
576,0,1,1,1,1
577,0,0,1,1,1
578,0,0,0,1,1
579,0,1,1,1,1
580,0,0,0,1,0
581,1,1,1,1,1
582,1,1,1,1,1
583,0,1,0,1,1
584,0,1,1,1,1
585,0,1,0,0,0
586,0,1,0,1,0
587,0,0,0,0,0
588,0,0,1,1,1
589,0,0,0,1,1
590,0,1,0,1,1
591,1,1,0,0,1
592,0,1,1,1,1
593,1,1,1,1,1
594,0,0,0,1,1
595,0,1,0,1,0
596,0,0,0,0,0
597,0,1,0,1,1
598,1,0,0,0,1
599,1,1,1,1,1
600,0,0,0,0,1
601,0,1,1,1,1
602,0,1,0,0,0
603,0,1,0,0,0
604,0,0,0,0,0
605,0,1,1,1,1
606,1,1,1,1,1
607,0,1,1,1,1
608,0,0,0,0,1
609,0,1,0,0,1
610,0,0,0,0,0
611,0,1,0,1,1
612,0,0,0,0,0
613,0,0,0,1,1
614,0,0,0,0,0
615,0,1,0,1,1
616,0,1,0,1,1
617,0,0,0,0,0
618,0,0,0,0,0
619,0,1,0,0,0
620,0,1,1,1,1
621,0,1,0,0,0
622,0,1,0,0,0
623,0,1,1,1,0
624,0,0,0,1,0
625,0,0,0,1,0
626,0,1,0,0,0
627,0,1,0,1,1
628,0,1,1,1,1
629,0,1,1,1,1
630,1,1,1,1,1
631,0,1,0,1,0
632,0,0,0,1,1
633,0,1,0,0,0
634,1,0,1,1,1
635,0,1,0,1,1
636,0,1,0,1,1
637,0,1,1,1,1
638,0,0,0,0,0
639,0,0,0,0,0
640,0,0,0,1,1
641,0,1,1,1,1
642,0,1,0,1,1
643,0,1,1,1,0
644,1,0,0,1,1
645,0,0,0,1,0
646,0,0,0,1,1
647,0,1,0,0,0
648,0,1,0,0,0
649,0,1,0,1,1
650,0,1,0,1,1
651,0,1,1,1,1
652,0,0,1,1,1
653,0,0,0,0,0
654,0,0,0,1,0
655,0,1,0,0,0
656,0,1,0,1,1
657,1,1,0,1,1
658,0,0,0,0,0
659,0,0,0,0,0
660,0,0,0,0,0
661,0,0,0,0,0
662,0,1,0,1,1
663,0,0,0,0,0
664,0,1,1,1,0
665,0,0,0,1,1
666,0,1,1,1,1
667,0,1,0,1,1
668,0,0,0,0,1
669,1,1,0,0,1
670,1,1,1,1,1
671,0,0,0,0,0
672,0,0,0,0,0
673,1,1,0,1,1
674,0,0,1,1,1
675,0,0,0,1,0
676,0,1,0,1,0
677,0,0,0,0,0
678,0,1,0,1,0
679,0,0,0,0,0
680,0,1,0,1,1
681,0,0,0,1,1
682,0,0,0,1,1
683,0,1,1,1,1
684,0,0,0,0,0
685,0,0,1,1,1
686,0,0,0,0,0
687,0,0,0,1,0
688,0,1,1,1,1
689,1,1,0,1,1
690,0,1,0,1,1
691,0,0,1,1,1
692,0,0,0,1,1
693,0,0,1,1,1
694,0,0,0,0,0
695,0,1,0,0,0
696,0,0,0,0,0
697,0,0,0,1,1
698,0,0,1,1,1
699,0,0,0,0,0
700,0,0,0,0,0
701,0,1,0,1,0
702,0,1,1,1,1
703,0,0,0,0,0
704,0,0,0,1,1
705,0,1,0,0,0
706,0,1,1,1,1
707,0,1,0,1,0
708,0,1,1,1,1
709,0,0,0,0,0
710,0,1,1,1,0
711,0,1,1,1,1
712,0,0,0,0,0
713,0,0,0,1,1
714,0,0,0,1,1
715,0,0,0,0,0
716,0,0,0,1,1
717,0,0,0,0,0
718,0,0,0,0,1
719,0,1,0,1,1
720,0,1,1,0,0
721,0,1,1,1,1
722,0,0,0,0,0
723,1,0,0,0,0
724,1,0,0,1,1
725,0,1,1,1,1
726,0,0,0,1,1
727,0,1,0,0,1
728,0,1,0,0,0
729,0,0,1,1,0
730,0,0,0,0,0
731,1,1,1,1,1
732,0,1,0,0,0
733,0,1,0,0,0
734,0,1,0,0,1
735,0,0,0,1,1
736,0,0,0,1,1
737,0,0,0,1,1
738,1,0,0,0,0
739,0,0,0,1,1
740,1,1,0,1,1
741,0,1,0,0,1
742,0,0,0,0,0
743,0,0,0,1,1
744,0,0,0,0,1
745,0,1,1,1,1
746,0,1,0,0,0
747,0,0,0,1,1
748,0,0,0,0,0
749,0,1,0,0,0
750,0,0,1,1,1
751,0,0,0,0,0
752,0,1,1,1,1
753,0,1,0,0,0
754,0,0,0,0,1
755,0,0,0,1,0
756,0,0,0,1,1
757,1,1,1,1,1
758,0,1,1,0,0
759,0,1,0,0,0
760,1,1,1,1,1
761,1,1,0,1,1
762,0,0,0,1,1
763,0,1,1,1,1
764,0,0,0,0,0
765,1,0,0,1,0
766,0,1,0,1,0
767,1,1,0,0,0
768,0,0,0,1,0
769,0,0,0,1,1
770,0,0,0,0,0
771,0,1,1,1,1
772,0,1,1,1,1
773,0,1,0,0,0
774,0,0,0,0,0
775,0,0,0,0,0
776,0,1,0,0,0
777,0,0,0,1,1
778,0,1,1,1,0
779,1,1,0,0,0
780,0,0,0,1,1
781,0,0,0,0,0
782,0,0,0,0,0
783,0,1,1,1,1
784,1,0,0,0,0
785,0,1,1,1,1
786,0,1,0,1,1
787,0,0,0,1,0
788,0,0,0,1,1
789,0,1,1,1,1
790,0,1,1,1,1
791,0,1,0,0,0
792,0,1,0,0,0
793,0,0,0,0,0
794,0,1,0,1,0
795,0,0,0,1,1
796,0,1,1,1,1
797,0,1,0,1,1
798,0,1,0,1,1
799,0,1,1,1,1
800,0,0,0,0,0
801,0,0,0,0,0
802,0,1,1,1,1
803,0,1,0,1,1
804,0,0,0,0,0
805,0,0,0,0,0
806,0,0,0,1,0
807,1,1,1,1,1
808,0,0,1,1,1
809,0,1,0,0,1
810,0,0,0,0,0
811,1,0,0,1,1
812,1,1,0,0,0
813,0,1,0,1,1
814,0,1,1,1,0
815,1,1,1,1,1
816,1,1,0,1,1
817,0,1,0,0,0
818,0,1,1,1,1
819,0,0,0,1,1
820,0,0,0,1,1
821,0,1,0,0,0
822,1,1,0,1,1
823,0,0,0,0,0
824,0,0,0,1,1
825,0,0,0,1,1
826,0,0,0,1,1
827,0,0,0,0,0
828,0,1,0,1,1
829,0,0,0,0,0
830,0,1,1,1,1
831,0,0,0,1,1
832,0,0,0,0,0
833,0,0,0,0,0
834,0,0,0,0,0
835,0,0,0,0,0
836,0,1,0,0,0
837,1,1,1,1,1
838,0,1,0,1,1
839,0,0,0,1,0
840,0,0,0,0,0
841,0,1,0,1,1
842,0,1,1,0,1
843,0,1,1,1,1
844,0,0,0,0,0
845,0,1,0,0,0
846,1,1,1,1,1
847,0,0,0,0,1
848,0,1,0,0,0
849,1,1,1,1,1
850,0,1,1,1,1
851,0,0,0,1,1
852,0,1,0,0,0
853,0,0,1,1,1
854,0,1,0,1,1
855,0,0,0,0,0
856,0,0,0,0,0
857,0,0,0,0,0
858,0,0,0,1,0
859,0,1,0,1,0
860,0,1,1,1,1
861,0,1,0,1,1
862,0,1,0,0,0
863,0,1,0,1,1
864,0,1,1,1,1
865,0,1,1,1,1
866,0,0,1,1,1
867,0,1,0,1,1
868,0,0,1,1,1
869,0,1,0,0,0
870,1,0,0,0,0
871,1,1,0,1,1
872,1,0,1,1,1
873,0,1,1,1,1
874,0,1,0,0,0
875,1,1,0,1,1
876,0,0,0,0,1
877,0,0,0,0,0
878,0,0,0,1,1
879,0,1,0,1,1
880,0,0,0,1,1
881,1,1,0,1,0
882,0,0,0,1,1
883,0,0,0,0,0
884,1,1,1,0,1
885,0,1,1,1,1
886,0,1,0,0,0
887,0,1,0,1,1
888,0,0,0,0,0
889,0,0,0,0,0
890,0,0,0,0,0
891,0,0,0,0,1
892,0,1,0,1,0
893,0,0,0,0,0
894,0,0,0,0,0
895,1,1,1,1,1
896,1,1,0,0,1
897,0,0,0,1,1
898,0,1,1,1,1
899,0,1,1,1,1
900,0,1,1,1,1
901,0,0,0,1,0
902,0,1,1,1,1
903,0,0,0,0,0
904,0,0,0,0,0
905,0,0,0,0,1
906,0,0,0,0,0
907,0,1,0,1,1
908,0,1,1,1,1
909,0,0,0,0,0
910,0,0,0,0,0
911,0,1,1,1,1
912,0,1,0,0,0
913,0,1,0,1,1
914,0,0,0,1,1
915,0,1,1,0,0
916,0,0,0,0,0
917,0,0,0,0,0
918,1,0,0,1,1
919,0,0,0,0,0
920,0,0,0,0,0
921,1,1,1,1,0
922,0,0,0,0,0
923,0,0,0,0,0
924,0,0,0,0,0
925,0,0,0,0,0
926,0,0,1,1,1
927,0,1,0,0,1
928,0,0,0,1,1
929,0,1,0,1,1
930,0,0,0,0,1
931,1,1,0,1,0
932,0,1,0,0,0
933,0,1,1,0,0
934,0,1,0,1,1
935,1,0,0,0,0
936,1,1,1,1,1
937,0,0,0,0,1
938,0,0,0,1,1
939,0,1,0,1,1
940,0,1,0,0,0
941,0,0,0,0,0
942,0,1,1,1,1
943,0,1,0,1,0
944,1,1,1,1,1
945,0,1,0,1,1
946,0,0,0,0,0
947,0,1,0,0,0
948,1,1,0,1,1
949,1,0,0,1,1
950,0,1,0,1,1
951,0,0,0,1,0
952,0,1,0,0,0
953,0,1,0,0,0
954,0,1,1,1,0
955,0,1,0,1,1
956,1,1,0,0,1
957,0,0,0,0,0
958,0,1,0,0,0
959,0,0,0,1,1
960,0,1,1,1,1
961,0,1,0,1,1
962,0,0,0,0,0
963,0,1,1,0,0
964,0,0,0,0,0
965,0,0,0,1,0
966,0,1,0,1,1
967,0,0,0,0,0
968,1,0,0,0,0
969,0,0,0,0,0
970,0,0,0,0,0
971,1,0,0,0,1
972,1,0,0,0,1
973,0,0,1,1,1
974,0,0,0,0,0
975,0,0,0,0,0
976,0,0,0,1,0
977,0,0,0,1,0
978,0,1,1,0,0
979,0,0,0,1,1
980,0,0,0,0,0
981,0,1,0,1,1
982,1,1,1,1,1
983,0,0,0,1,1
984,0,1,0,1,1
985,0,0,0,0,0
986,0,0,0,1,0
987,0,1,0,1,1
988,0,0,0,0,0
989,1,1,0,1,1
990,0,0,1,1,1
991,0,1,1,1,1
992,0,0,1,1,1
993,0,0,0,1,0
994,0,0,0,1,1
995,1,0,1,1,1
996,0,0,0,0,0
997,0,0,0,1,0
998,1,1,1,1,1
999,1,1,0,1,0
1000,1,0,0,0,0
1001,0,0,0,0,0
1002,0,1,0,0,0
1003,0,0,0,1,1
1004,0,1,0,1,0
1005,0,0,0,1,0
1006,0,0,0,0,0
1007,0,1,0,0,0
1008,0,0,0,0,0
1009,0,1,0,1,1
1010,0,1,0,1,1
1011,1,0,0,0,0
1012,0,0,0,1,0
1013,0,0,0,0,0
1014,0,0,0,0,0
1015,0,0,0,1,1
1016,0,0,0,0,0
1017,0,1,0,1,1
1018,0,0,0,0,0
1019,0,0,0,0,0
1020,0,1,1,1,0
1021,0,1,0,0,1
1022,0,0,0,0,0
1023,0,0,0,0,0
1024,0,0,0,1,1
1025,1,0,0,0,0
1026,0,1,0,1,1
1027,0,1,0,1,1
1028,0,1,0,1,0
1029,0,0,1,1,1
1030,0,0,0,1,1
1031,0,1,0,0,0
1032,0,0,0,1,0
1033,0,0,0,1,1
1034,0,0,0,1,1
1035,0,0,0,0,0
1036,1,0,0,1,1
1037,0,0,0,0,0
1038,0,0,1,1,1
1039,0,0,0,0,1
1040,0,0,0,1,0
1041,0,0,0,1,0
1042,0,0,0,1,1
1043,0,1,0,1,1
1044,0,0,0,1,1
1045,0,0,0,0,0
1046,0,0,0,0,0
1047,0,1,0,0,0
1048,0,0,0,1,1
1049,0,0,0,0,0
1050,0,1,0,1,0
1051,0,0,0,0,0
1052,0,0,0,0,0
1053,0,1,0,1,0
1054,0,0,0,0,0
1055,0,1,1,1,1
1056,0,1,0,1,1
1057,1,0,0,0,0
1058,0,0,0,1,0
1059,0,0,0,1,1
1060,0,1,0,0,1
1061,0,0,0,1,1
1062,0,1,0,0,0
1063,0,0,0,0,1
1064,0,0,1,1,0
1065,0,0,0,0,0
1066,0,0,0,1,0
1067,0,0,0,1,0
1068,0,0,0,0,0
1069,1,0,0,0,0
1070,0,1,0,1,0
1071,0,0,0,0,1
1072,0,1,1,1,1
1073,1,1,0,0,0
1074,0,0,1,1,1
1075,0,0,0,0,0
1076,1,1,0,0,0
1077,0,1,0,1,1
1078,0,0,0,0,0
1079,0,0,0,0,0
1080,0,1,0,1,1
1081,0,1,0,0,0
1082,0,0,0,0,0
1083,0,1,1,1,1
1084,1,1,0,0,0
1085,0,0,0,0,0
1086,0,1,1,1,1
1087,1,1,1,1,1
1088,1,1,0,1,1
1089,0,1,0,1,1
1090,0,0,0,0,1
1091,0,0,1,0,0
1092,0,0,0,0,0
1093,0,0,0,0,0
1094,1,1,0,1,1
1095,0,0,0,1,1
1096,0,1,1,1,1
1097,0,1,1,1,1
1098,0,0,0,0,0
1099,0,0,0,0,0
1100,1,1,0,0,1
1101,0,0,1,1,1
1102,0,0,0,1,1
1103,0,0,0,1,1
1104,0,0,0,1,1
1105,0,0,0,0,1
1106,0,0,0,0,1
1107,0,1,0,0,1
1108,0,0,0,0,0
1109,0,0,0,1,1
1110,0,0,0,0,0
1111,0,0,0,0,0
1112,0,1,1,1,1
1113,0,0,0,1,1
1114,0,1,1,1,1
1115,0,0,0,0,0
1116,0,1,1,1,1
1117,0,0,0,1,0
1118,0,0,0,1,1
1119,1,0,0,1,0
1120,1,1,1,1,1
1121,0,0,0,0,0
1122,0,0,0,1,1
1123,0,0,0,1,0
1124,0,1,0,1,1
1125,0,0,1,1,0
1126,0,0,0,0,0
1127,0,0,0,0,1
1128,1,0,0,1,0
1129,0,0,0,1,1
1130,0,1,1,1,1
1131,0,0,0,0,0
1132,0,0,0,0,0
1133,0,0,0,1,1
1134,0,0,0,1,0
1135,0,0,0,1,1
1136,0,0,0,0,0
1137,0,1,1,0,1
1138,1,1,0,0,0
1139,0,0,0,0,0
1140,0,0,0,1,1
1141,0,0,0,1,0
1142,0,0,0,0,0
1143,0,0,0,1,0
1144,0,1,0,1,1
1145,0,1,1,1,1
1146,1,0,0,1,1
1147,0,0,0,1,0
1148,0,0,0,0,0
